iter,Loss,L1,mask,SSIM,LPIPS
810,"tensor([0.0345], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0123, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0161, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9271, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0763], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
811,"tensor([0.0301], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0109, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0172, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9304, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0866], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
812,"tensor([0.0294], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0128, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0180, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9259, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0896], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
813,"tensor([0.0297], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0112, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0129, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9311, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0725], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
814,"tensor([0.0304], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0111, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0135, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9362, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0768], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
815,"tensor([0.0314], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0104, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0145, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9358, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0740], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
816,"tensor([0.0321], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0134, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0148, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9222, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0870], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
817,"tensor([0.0336], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0112, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0127, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9338, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0734], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
818,"tensor([0.0312], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0115, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0119, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9309, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0732], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
819,"tensor([0.0294], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0114, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0122, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9344, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0713], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
820,"tensor([0.0321], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0134, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0157, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9265, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0741], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
821,"tensor([0.0290], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0117, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0167, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9284, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0831], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
822,"tensor([0.0334], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0115, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0109, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9383, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0643], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
823,"tensor([0.0276], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0119, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0174, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9306, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0742], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
824,"tensor([0.0297], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0118, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0128, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9352, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0771], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
825,"tensor([0.0279], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0077, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0086, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9590, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0500], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
826,"tensor([0.0273], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0094, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0139, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9423, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0733], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
827,"tensor([0.0257], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0083, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0120, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9537, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0651], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
828,"tensor([0.0276], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0083, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0111, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9522, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0515], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
829,"tensor([0.0274], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0081, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0104, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9548, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0503], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
830,"tensor([0.0299], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0101, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0126, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9398, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0670], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
831,"tensor([0.0319], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0085, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0112, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9542, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0494], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
832,"tensor([0.0313], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0112, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0132, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9293, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0806], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
833,"tensor([0.0344], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0104, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0106, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9392, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0616], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
834,"tensor([0.0281], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0108, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0110, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9396, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0614], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
835,"tensor([0.0290], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0115, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0142, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9341, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0702], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
836,"tensor([0.0258], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0087, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0145, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9488, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0643], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
837,"tensor([0.0320], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0104, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0112, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9425, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0582], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
838,"tensor([0.0288], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0088, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0104, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9508, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0492], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
839,"tensor([0.0334], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0093, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0121, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9473, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0506], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
840,"tensor([0.0327], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0142, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0125, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9210, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0813], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
841,"tensor([0.0319], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0086, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0084, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9562, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0469], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
842,"tensor([0.0309], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0122, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0123, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9303, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0741], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
843,"tensor([0.0291], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0110, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0130, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9366, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0731], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
844,"tensor([0.0296], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0114, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0158, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9304, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0757], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
845,"tensor([0.0318], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0127, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0192, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9275, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0676], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
846,"tensor([0.0278], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0130, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0149, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9228, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0745], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
847,"tensor([0.0323], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0118, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0135, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9339, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0715], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
848,"tensor([0.0317], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0144, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0139, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9186, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0785], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
849,"tensor([0.0295], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0126, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0129, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9299, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0762], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
850,"tensor([0.0248], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0088, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0119, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9509, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0667], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
851,"tensor([0.0278], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0101, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0130, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9431, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0633], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
852,"tensor([0.0283], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0091, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0100, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9514, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0505], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
853,"tensor([0.0276], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0073, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0072, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9630, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0419], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
854,"tensor([0.0273], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0084, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0105, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9483, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0572], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
855,"tensor([0.0285], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0125, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0143, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9198, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0916], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
856,"tensor([0.0336], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0099, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0129, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9373, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0665], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
857,"tensor([0.0321], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0136, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0135, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9183, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0677], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
858,"tensor([0.0338], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0104, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0137, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9442, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0536], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
859,"tensor([0.0269], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0073, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0072, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9631, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0442], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
860,"tensor([0.0315], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0103, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0108, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9458, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0506], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
861,"tensor([0.0295], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0109, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0115, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9376, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0697], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
862,"tensor([0.0281], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0126, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0134, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9284, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0759], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
863,"tensor([0.0287], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0106, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0129, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9358, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0724], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
864,"tensor([0.0331], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0146, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0113, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9259, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0709], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
865,"tensor([0.0336], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0134, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0107, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9292, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0651], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
866,"tensor([0.0251], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0090, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0122, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9481, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0662], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
867,"tensor([0.0275], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0101, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0112, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9387, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0663], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
868,"tensor([0.0301], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0095, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0145, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9415, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0653], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
869,"tensor([0.0327], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0093, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0099, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9495, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0531], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
870,"tensor([0.0288], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0114, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0134, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9396, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0645], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
871,"tensor([0.0284], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0098, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0120, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9411, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0661], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
872,"tensor([0.0334], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0145, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0148, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9119, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0673], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
873,"tensor([0.0290], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0108, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0116, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9369, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0558], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
874,"tensor([0.0324], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0166, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0206, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9016, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0829], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
875,"tensor([0.0284], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0100, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0135, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9371, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0690], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
876,"tensor([0.0295], device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0099, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.0111, device='cuda:0', grad_fn=<MeanBackward0>)","tensor(0.9430, device='cuda:0', grad_fn=<MeanBackward0>)","tensor([0.0672], device='cuda:0', grad_fn=<ReshapeAliasBackward0>)"
